File Name,Class,Microns Per Pixel,Magnification,The Number of Pyramid Levels in Tiff,Level[0] Downsampling Factor,Level[0] Image Width (Pixels),Level[0] Image Height (Pixels),Level[0] Tile Image Width (Pixels),Level[0] Tile Image Height (Pixels),Level[1] Downsampling Factor,Level[1] Image Width (Pixels),Level[1] Image Height (Pixels),Level[1] Tile Image Width (Pixels),Level[1] Tile Image Height (Pixels),Level[2] Downsampling Factor,Level[2] Image Width (Pixels),Level[2] Image Height (Pixels),Level[2] Tile Image Width (Pixels),Level[2] Tile Image Height (Pixels),Level[3] Downsampling Factor,Level[3] Image Width (Pixels),Level[03 Image Height (Pixels),Level[3] Tile Image Width (Pixels),Level[3] Tile Image Height (Pixels),Level[4] Downsampling Factor,Level[4] Image Width (Pixels),Level[4] Image Height (Pixels),Level[4] Tile Image Width (Pixels),Level[4] Tile Image Height (Pixels),Level[5] Downsampling Factor,Level[5] Image Width (Pixels),Level[5] Image Height (Pixels),Level[5] Tile Image Width (Pixels),Level[5] Tile Image Height (Pixels),Level[6] Downsampling Factor,Level[6] Image Width (Pixels),Level[6] Image Height (Pixels),Level[6] Tile Image Width (Pixels),Level[6] Tile Image Height (Pixels),Level[7] Downsampling Factor,Level[7] Image Width (Pixels),Level[7] Image Height (Pixels),Level[7] Tile Image Width (Pixels),Level[7] Tile Image Height (Pixels),Level[8] Downsampling Factor,Level[8] Image Width (Pixels),Level[8] Image Height (Pixels),Level[8] Tile Image Width (Pixels),Level[8] Tile Image Height (Pixels),Level[9] Downsampling Factor,Level[9] Image Width (Pixels),Level[9] Image Height (Pixels),Level[9] Tile Image Width (Pixels),Level[9] Tile Image Height (Pixels),Level[10] Downsampling Factor,Level[10] Image Width (Pixels),Level[10] Image Height (Pixels),Level[10] Tile Image Width (Pixels),Level[10] Tile Image Height (Pixels)
DHMC_0069.tif,acinar,0.5028,20,9,1,47807,36877,240,240,2.00004803578508,23903,18438,240,240,4.00017974832675,11951,9219,240,240,8.00112819106877,5975,4609,240,240,16.0053320610376,2987,2304,240,240,32.0160241427588,1493,1152,240,240,64.0535099232946,746,576,240,240,128.107019846589,373,288,240,240,256.558579749104,186,144,240,240,,,,,,,,,,
DHMC_0070.tif,acinar,0.5028,20,9,1,43824,39611,240,240,2.00002524614996,21912,19805,240,240,4.00015148454858,10956,9902,240,240,8.00030296909715,5478,4951,240,240,16.0022222222222,2739,2475,240,240,32.0167571819236,1369,1237,240,240,64.08282234713,684,618,240,240,128.16564469426,342,309,240,240,256.747493734336,171,154,240,240,,,,,,,,,,
DHMC_0071.tif,solid,0.5028,20,9,1,43824,32085,240,240,2.00003116818352,21912,16042,240,240,4.00006233636704,10956,8021,240,240,8.00062344139651,5478,4010,240,240,16.001246882793,2739,2005,240,240,32.0163227234355,1369,1002,240,240,64.0560458031306,684,501,240,240,128.240175438597,342,250,240,240,256.480350877193,171,125,240,240,,,,,,,,,,
DHMC_0072.tif,solid,0.5028,20,9,1,49800,39975,240,240,2.00002501626057,24900,19987,240,240,4.00015010507355,12450,9993,240,240,8.00070056044836,6225,4996,240,240,16.0026864679404,3112,2498,240,240,32.0053729358808,1556,1249,240,240,64.0363913881748,778,624,240,240,128.07278277635,389,312,240,240,256.475515463918,194,156,240,240,,,,,,,,,,
DHMC_0073.tif,solid,0.5028,20,9,1,45815,30588,240,240,2.00002182738901,22907,15294,240,240,4.00013097005152,11453,7647,240,240,8.00113439630291,5726,3823,240,240,16.004362211313,2863,1911,240,240,32.0226960240889,1431,955,240,240,64.1013546202225,715,477,240,240,128.427170868347,357,238,240,240,257.21482862808,178,119,240,240,,,,,,,,,,
DHMC_0074.tif,solid,0.5028,20,9,1,45815,34690,240,240,2.00002182738901,22907,17345,240,240,4.00024628370465,11453,8672,240,240,8.00084187425004,5726,4336,240,240,16.0016837485001,2863,2168,240,240,32.0089588474501,1431,1084,240,240,64.0403065569117,715,542,240,240,128.170356703567,357,271,240,240,257.175301706201,178,135,240,240,,,,,,,,,,
DHMC_0075.tif,solid,0.5028,20,9,1,35855,25173,240,240,2.00006761757127,17927,12586,240,240,4.00024680804123,8963,6293,240,240,8.00157573553832,4481,3146,240,240,16.0049375340569,2240,1573,240,240,32.0200552071974,1120,786,240,240,64.0401104143948,560,393,240,240,128.24362244898,280,196,240,240,256.487244897959,140,98,240,240,,,,,,,,,,
DHMC_0076.tif,acinar,0.5028,20,9,1,51791,32189,240,240,2.00005037622543,25895,16094,240,240,4.00017799191241,12947,8047,240,240,8.00116213435038,6473,4023,240,240,16.0055498989181,3236,2011,240,240,32.0190632129833,1618,1005,240,240,64.0700276766851,809,502,240,240,128.219286221451,404,251,240,240,256.951544554455,202,125,240,240,,,,,,,,,,
DHMC_0077.tif,solid,0.5028,20,9,1,49800,34493,240,240,2.00002899223008,24900,17246,240,240,4.00005798446017,12450,8623,240,240,8.0005799118534,6225,4311,240,240,16.004301588343,3112,2155,240,240,32.0160340181357,1556,1077,240,240,64.0618328379889,778,538,240,240,128.123665675978,389,269,240,240,257.055739344515,194,134,240,240,,,,,,,,,,
DHMC_0078.tif,solid,0.5028,20,9,1,41831,31363,240,240,2.00005579200893,20915,15681,240,240,4.00033477111319,10457,7840,240,240,8.00105212513468,5228,3920,240,240,16.0021042502694,2614,1960,240,240,32.0042085005387,1307,980,240,240,64.0329233990687,653,490,240,240,128.164097909102,326,245,240,240,256.852836166147,163,122,240,240,,,,,,,,,,
DHMC_0079.tif,solid,0.5038,20,9,1,53783,36978,256,256,2.0000185935815,26891,18489,256,256,4.00021974391559,13445,9244,256,256,8.00073703492514,6722,4622,256,256,16.0014740698503,3361,2311,256,256,32.0146374458874,1680,1155,256,256,64.0570180325163,840,577,256,256,128.225297619048,420,288,256,256,256.450595238095,210,144,256,256,,,,,,,,,,
DHMC_0080.tif,acinar,0.5038,20,9,1,49800,35608,256,256,2,24900,17804,256,256,4,12450,8902,256,256,8,6225,4451,256,256,16.0030830998527,3112,2225,256,256,32.0133620609939,1556,1112,256,256,64.0267241219878,778,556,256,256,128.053448243976,389,278,256,256,256.436846399169,194,139,256,256,,,,,,,,,,
DHMC_0081.tif,acinar,0.5038,20,9,1,43824,29562,256,256,2,21912,14781,256,256,4.00013531799729,10956,7390,256,256,8.00027063599459,5478,3695,256,256,16.0027070925826,2739,1847,256,256,32.0199281885616,1369,923,256,256,64.0979944438102,684,461,256,256,128.335392829901,342,230,256,256,256.670785659802,171,115,256,256,,,,,,,,,,
DHMC_0082.tif,acinar,0.5028,20,9,1,49800,33022,240,240,2,24900,16511,240,240,4.00012113870382,12450,8255,240,240,8.00072692028108,6225,4127,240,240,16.0046784638639,3112,2063,240,240,32.0171196756587,1556,1031,240,240,64.0653355629321,778,515,240,240,128.25541896312,389,257,240,240,257.342702963918,194,128,240,240,,,,,,,,,,
DHMC_0083.tif,acinar,0.5028,20,9,1,35855,30821,240,240,2.00006033735417,17927,15410,240,240,4.00023224760702,8963,7705,240,240,8.00143008915224,4481,3852,240,240,16.0046462412847,2240,1926,240,240,32.0092924825693,1120,963,240,240,64.0518543956044,560,481,240,240,128.237202380952,280,240,240,240,256.474404761905,140,120,240,240,,,,,,,,,,
DHMC_0084.tif,lepidic,0.5028,20,8,1,29879,28574,240,240,2.0000334694424,14939,14287,240,240,4.00034082729779,7469,7143,240,240,8.00177743343127,3734,3571,240,240,16.0057962338658,1867,1785,240,240,32.0291419741516,933,892,240,240,64.092645162532,466,446,240,240,128.185290325064,233,223,240,240,,,,,,,,,,,,,,,
DHMC_0085.tif,acinar,0.5028,20,9,1,35855,20512,240,240,2.00002789089083,17927,10256,240,240,4.00016735468035,8963,5128,240,240,8.00078107565276,4481,2564,240,240,16.0033482142857,2240,1282,240,240,32.0066964285714,1120,641,240,240,64.0633928571428,560,320,240,240,128.126785714286,280,160,240,240,256.253571428571,140,80,240,240,,,,,,,,,,
DHMC_0086.tif,acinar,0.5028,20,9,1,37848,30567,240,240,2.00003271608977,18924,15283,240,240,4.00019630938359,9462,7641,240,240,8.00091623036649,4731,3820,240,240,16.0035237926569,2365,1910,240,240,32.0138172057299,1182,955,240,240,64.0611850716726,591,477,240,240,128.365539096995,295,238,240,240,257.167466986795,147,119,240,240,,,,,,,,,,
DHMC_0087.tif,acinar,0.5028,20,9,1,47807,35736,240,240,2.00002091787642,23903,17868,240,240,4.00012551250941,11951,8934,240,240,8.00058577405858,5975,4467,240,240,16.0043021926182,2987,2233,240,240,32.0211344698197,1493,1116,240,240,64.0637305774165,746,558,240,240,128.127461154833,373,279,240,240,257.060203450143,186,139,240,240,,,,,,,,,,
DHMC_0088.tif,acinar,0.5038,20,9,1,51792,34963,256,256,2.0000286024827,25896,17481,256,256,4.00017162471396,12948,8740,256,256,8.00034324942792,6474,4370,256,256,16.0006864988558,3237,2185,256,256,32.0136440094722,1618,1092,256,256,64.0272880189444,809,546,256,256,128.133808435789,404,273,256,256,256.738460978451,202,136,256,256,,,,,,,,,,
DHMC_0089.tif,lepidic,0.5038,20,9,1,37848,42700,256,256,2,18924,21350,256,256,4,9462,10675,256,256,8.00037474236462,4731,5337,256,256,16.0039402074861,2365,2668,256,256,32.0146500353884,1182,1334,256,256,64.0293000707768,591,667,256,256,128.263266656487,295,333,256,256,257.349151708876,147,166,256,256,,,,,,,,,,
DHMC_0090.tif,lepidic,0.2526,40,10,1,113544,83989,240,240,2.00001190646283,56772,41994,240,240,4.00002381292566,28386,20997,240,240,8.00023814059821,14193,10498,240,240,16.0010399790544,7096,5249,240,240,32.0051289201061,3548,2624,240,240,64.0102578402123,1774,1312,240,240,128.020515680425,887,656,240,240,256.185511066454,443,328,240,240,512.950902218298,221,164,240,240,,,,,
DHMC_0091.tif,acinar,0.2523,40,10,1,79679,52009,240,240,2.00003177832693,39839,26004,240,240,4.0001137606074,19919,13002,240,240,8.00042835215215,9959,6501,240,240,16.0028909419562,4979,3250,240,240,32.0089966313317,2489,1625,240,240,64.0505678488271,1244,812,240,240,128.101135697654,622,406,240,240,256.202271395308,311,203,240,240,514.499329287768,155,101,240,240,,,,,
DHMC_0092.tif,acinar,0.2523,40,10,1,93624,81260,240,240,2,46812,40630,240,240,4,23406,20315,240,240,8.00019690853599,11703,10157,240,240,16.0018652113678,5851,5078,240,240,32.0064656991951,2925,2539,240,240,64.0364883322068,1462,1269,240,240,128.123477195148,731,634,240,240,256.422401797675,365,317,240,240,514.360689942968,182,158,240,240,,,,,
DHMC_0093.tif,acinar,0.2523,40,10,1,91632,69039,240,240,2.0000144847765,45816,34519,240,240,4.00008691117678,22908,17259,240,240,8.00040560899293,11454,8629,240,240,16.0017385257302,5727,4314,240,240,32.0062713232033,2863,2157,240,240,64.0385711174121,1431,1078,240,240,128.121920936207,715,539,240,240,256.66141326419,357,269,240,240,515.00146738219,178,134,240,240,,,,,
DHMC_0094.tif,solid,0.5028,20,9,1,47807,39820,240,240,2.00002091787642,23903,19910,240,240,4.00012551250941,11951,9955,240,240,8.00098762256169,5975,4977,240,240,16.0049224560448,2987,2488,240,240,32.0152049327731,1493,1244,240,240,64.0518715033232,746,622,240,240,128.103743006646,373,311,240,240,256.965053763441,186,155,240,240,,,,,,,,,,
DHMC_0095.tif,acinar,0.5028,20,9,1,53783,27841,240,240,2.00005451312173,26891,13920,240,240,4.00018340471824,13445,6960,240,240,8.00066435653045,6722,3480,240,240,16.0013287130609,3361,1740,240,240,32.0074199507389,1680,870,240,240,64.0148399014778,840,435,240,240,128.177150537634,420,217,240,240,256.94828042328,210,108,240,240,,,,,,,,,,
DHMC_0096.tif,lepidic,0.5038,20,9,1,41832,30046,256,256,2,20916,15023,256,256,4.00013313806417,10458,7511,256,256,8.00079893475366,5229,3755,256,256,16.0052595772365,2614,1877,256,256,32.0190519149797,1307,938,256,256,64.0626108137936,653,469,256,256,128.360363903309,326,234,256,256,256.720727806617,163,117,256,256,,,,,,,,,,
DHMC_0097.tif,acinar,0.5038,20,9,1,55776,39235,256,256,2.00002548809706,27888,19617,256,256,4.00015293637847,13944,9808,256,256,8.00030587275693,6972,4904,256,256,16.0006117455139,3486,2452,256,256,32.0012234910277,1743,1226,256,256,64.020816672067,871,613,256,256,128.219821951769,435,306,256,256,256.735083280624,217,153,256,256,,,,,,,,,,
DHMC_0098.tif,papillary,0.5038,20,9,1,47808,25935,256,256,2.00003855942007,23904,12967,256,256,4.00023137436372,11952,6483,256,256,8.00107991360691,5976,3241,256,256,16.0046296296296,2988,1620,256,256,32.0092592592593,1494,810,256,256,64.0185185185185,747,405,256,256,128.281335439174,373,202,256,256,256.907218141169,186,101,256,256,,,,,,,,,,
DHMC_0099.tif,acinar,0.5038,20,9,1,51792,36897,256,256,2.00002710320902,25896,18448,256,256,4.00005420641804,12948,9224,256,256,8.00010841283608,6474,4612,256,256,16.0002168256722,3237,2306,256,256,32.0053780271169,1618,1153,256,256,64.0385345848785,809,576,256,256,128.156301567657,404,288,256,256,256.312603135314,202,144,256,256,,,,,,,,,,
DHMC_0100.tif,acinar,0.5038,20,7,1,27888,22630,512,512,2,13944,11315,512,512,4.00017677214071,6972,5657,512,512,8.00106082036775,3486,2828,512,512,16.0021216407355,1743,1414,512,512,32.0134281264767,871,707,512,512,64.1089967763993,435,353,512,512,,,,,,,,,,,,,,,,,,,,
DHMC_0101.tif,acinar,0.5038,20,8,1,47808,40524,512,512,2,23904,20262,512,512,4,11952,10131,512,512,8.00039486673248,5976,5065,512,512,16.0023696682464,2988,2532,512,512,32.0047393364929,1494,1266,512,512,64.0094786729858,747,633,512,512,128.206044049275,373,316,512,512,,,,,,,,,,,,,,,
DHMC_0102.tif,lepidic,0.5038,20,8,1,61752,32303,512,512,2.00003095783543,30876,16151,512,512,4.00018575851393,15438,8075,512,512,8.00086698043101,7719,4037,512,512,16.0047530890038,3859,2018,512,512,32.0136539418946,1929,1009,512,512,64.0756726272805,964,504,512,512,128.151345254561,482,252,512,512,,,,,,,,,,,,,,,
DHMC_0103.tif,solid,0.5028,20,9,1,49800,37524,240,240,2,24900,18762,240,240,4,12450,9381,240,240,8.00042643923241,6225,4690,240,240,16.0021382255085,3112,2345,240,240,32.0111031172956,1556,1172,240,240,64.0222062345912,778,586,240,240,128.044412469182,389,293,240,240,256.857364778986,194,146,240,240,,,,,,,,,,
DHMC_0104.tif,solid,0.5038,20,8,1,47808,23920,512,512,2,23904,11960,512,512,4,11952,5980,512,512,8,5976,2990,512,512,16,2988,1495,512,512,32.0107095046854,1494,747,512,512,64.0643431635389,747,373,512,512,128.386866153536,373,186,512,512,,,,,,,,,,,,,,,
DHMC_0105.tif,acinar,0.5038,20,8,1,35856,29643,512,512,2.00003373591526,17928,14821,512,512,4.0002024291498,8964,7410,512,512,8.0004048582996,4482,3705,512,512,16.002969762419,2241,1852,512,512,32.0130823819809,1120,926,512,512,64.0261647639617,560,463,512,512,128.190909090909,280,231,512,512,,,,,,,,,,,,,,,
DHMC_0106.tif,lepidic,0.5038,20,8,1,39840,31416,512,512,2,19920,15708,512,512,4,9960,7854,512,512,8,4980,3927,512,512,16.0020376974019,2490,1963,512,512,32.0122324159021,1245,981,512,512,64.0828663298117,622,490,512,512,128.165732659623,311,245,512,512,,,,,,,,,,,,,,,
DHMC_0107.tif,solid,0.5028,20,9,1,49800,39563,240,240,2.00002527678075,24900,19781,240,240,4.00015166835187,12450,9890,240,240,8.00030333670374,6225,4945,240,240,16.0035102661376,3112,2472,240,240,32.0070205322751,1556,1236,240,240,64.0140410645502,778,618,240,240,128.0280821291,389,309,240,240,256.801814165216,194,154,240,240,,,,,,,,,,
DHMC_0108.tif,micropapillary,0.5028,20,9,1,41831,39862,240,240,2.00002390628735,20915,19931,240,240,4.00024379581188,10457,9965,240,240,8.00127163987755,5228,4982,240,240,16.0025432797551,2614,2491,240,240,32.0115132296593,1307,1245,240,240,64.0732705347075,653,622,240,240,128.24479218038,326,311,240,240,256.903047694439,163,155,240,240,,,,,,,,,,
DHMC_0109.tif,lepidic,0.5028,20,9,1,49800,31469,240,240,2.00003177831448,24900,15734,240,240,4.00006355662896,12450,7867,240,240,8.00063564708874,6225,3933,240,240,16.0045915525371,3112,1966,240,240,32.0091831050742,1556,983,240,240,64.0509662354253,778,491,240,240,128.232731755941,389,245,240,240,257.321826939327,194,122,240,240,,,,,,,,,,
DHMC_0110.tif,acinar,0.5028,20,9,1,49800,31712,240,240,2,24900,15856,240,240,4,12450,7928,240,240,8,6225,3964,240,240,16.0012853470437,3112,1982,240,240,32.0025706940874,1556,991,240,240,64.037464620498,778,495,240,240,128.204614760155,389,247,240,240,257.261084569609,194,123,240,240,,,,,,,,,,
DHMC_0111.tif,lepidic,0.5028,20,9,1,35855,33286,240,240,2.00002789089083,17927,16643,240,240,4.00028753254359,8963,8321,240,240,8.00150222949891,4481,4160,240,240,16.004790521978,2240,2080,240,240,32.009581043956,1120,1040,240,240,64.0191620879121,560,520,240,240,128.038324175824,280,260,240,240,256.076648351648,140,130,240,240,,,,,,,,,,
DHMC_0112.tif,acinar,0.5028,20,8,1,29879,22194,240,240,2.0000334694424,14939,11097,240,240,4.00038107523112,7469,5548,240,240,8.00129782288594,3734,2774,240,240,16.0025956457719,1867,1387,240,240,32.0253128436408,933,693,240,240,64.1312672107966,466,346,240,240,128.262534421593,233,173,240,240,,,,,,,,,,,,,,,
DHMC_0113.tif,acinar,0.5028,20,10,1,85655,35306,240,240,2.000011674878,42827,17653,240,240,4.00018335251254,21413,8826,240,240,8.00055352270217,10706,4413,240,240,16.002920384753,5353,2206,240,240,32.0088305504623,2676,1103,240,240,64.0467074404738,1338,551,240,240,128.209917108303,669,275,240,240,257.080062502732,334,137,240,240,516.055036984854,167,68,240,240,,,,,
DHMC_0114.tif,lepidic,0.5028,20,9,1,39839,37020,240,240,2.00002510166173,19919,18510,240,240,4.00015061753188,9959,9255,240,240,8.00113519791553,4979,4627,240,240,16.0056072920591,2489,2313,240,240,32.0245705337175,1244,1156,240,240,64.0491410674351,622,578,240,240,128.09828213487,311,289,240,240,257.054569892473,155,144,240,240,,,,,,,,,,
DHMC_0115.tif,solid,0.5028,20,9,1,55776,35753,240,240,2.00002797046319,27888,17876,240,240,4.00005594092638,13944,8938,240,240,8.00011188185276,6972,4469,240,240,16.0020143240824,3486,2234,240,240,32.0040286481647,1743,1117,240,240,64.055108041266,871,558,240,240,128.183821530095,435,279,240,240,257.124042701323,217,139,240,240,,,,,,,,,,
DHMC_0116.tif,solid,0.5028,20,9,1,35855,27314,240,240,2.00002789089083,17927,13657,240,240,4.00031381045071,8963,6828,240,240,8.00107398719347,4481,3414,240,240,16.0039340373671,2240,1707,240,240,32.0172474250544,1120,853,240,240,64.0720783031522,560,426,240,240,128.144156606304,280,213,240,240,256.893194070081,140,106,240,240,,,,,,,,,,
DHMC_0117.tif,lepidic,0.5028,20,9,1,53783,34468,240,240,2.0000185935815,26891,17234,240,240,4.00011156563778,13445,8617,240,240,8.00098493092292,6722,4308,240,240,16.0019698618458,3361,2154,240,240,32.0087022483088,1680,1077,240,240,64.0471477252611,840,538,240,240,128.094295450522,420,269,240,240,256.666702203269,210,134,240,240,,,,,,,,,,
DHMC_0118.tif,acinar,0.5028,20,9,1,47807,30334,240,240,2.00002091787642,23903,15167,240,240,4.00025738643794,11951,7583,240,240,8.00137712198788,5975,3791,240,240,16.0062048118805,2987,1895,240,240,32.0262212747839,1493,947,240,240,64.1077643131231,746,473,240,240,128.351399554687,373,236,240,240,257.0473391653,186,118,240,240,,,,,,,,,,
DHMC_0119.tif,solid,0.5028,20,9,1,47807,43178,240,240,2.00002091787642,23903,21589,240,240,4.00021815657093,11951,10794,240,240,8.00077106218161,5975,5397,240,240,16.0043641050929,2987,2698,240,240,32.0140882308693,1493,1349,240,240,64.0733824711021,746,674,240,240,128.146764942204,373,337,240,240,257.019393241167,186,168,240,240,,,,,,,,,,
DHMC_0120.tif,acinar,0.5028,20,9,1,47807,34420,240,240,2.00002091787642,23903,17210,240,240,4.00012551250941,11951,8605,240,240,8.00105067410507,5975,4302,240,240,16.0034406805751,2987,2151,240,240,32.0196841072291,1493,1075,240,240,64.0906423332884,746,537,240,240,128.300868312593,373,268,240,240,256.946276681111,186,134,240,240,,,,,,,,,,
DHMC_0121.tif,acinar,0.5028,20,9,1,41831,23507,240,240,2.00006644861697,20915,11753,240,240,4.00039872028033,10457,5876,240,240,8.00118002346896,5228,2938,240,240,16.0023600469379,2614,1469,240,240,32.0156206675854,1307,734,240,240,64.055747733162,653,367,240,240,128.384751416407,326,183,240,240,257.475291579586,163,91,240,240,,,,,,,,,,
DHMC_0122.tif,solid,0.5028,20,9,1,33864,34040,240,240,2,16932,17020,240,240,4,8466,8510,240,240,8,4233,4255,240,240,16.003770942149,2116,2127,240,240,32.0150695236046,1058,1063,240,240,64.0602921334714,529,531,240,240,128.362778730703,264,265,240,240,257.212121212121,132,132,240,240,,,,,,,,,,
DHMC_0123.tif,acinar,0.5028,20,9,1,35855,42618,240,240,2.00002789089083,17927,21309,240,240,4.00026121614084,8963,10654,240,240,8.00096879857373,4481,5327,240,240,16.0052257959605,2240,2663,240,240,32.0164635209832,1120,1331,240,240,64.0570018796992,560,665,240,240,128.210520654045,280,332,240,240,256.421041308089,140,166,240,240,,,,,,,,,,
DHMC_0124.tif,lepidic,0.5028,20,9,1,39839,33015,240,240,2.00005539184165,19919,16507,240,240,4.00033236962203,9959,8253,240,240,8.00155123160512,4979,4126,240,240,16.0047098167468,2489,2063,240,240,32.0236140262786,1244,1031,240,240,64.0783176724004,622,515,240,240,128.281356738023,311,257,240,240,257.477746975806,155,128,240,240,,,,,,,,,,
DHMC_0125.tif,solid,0.5028,20,9,1,35855,25841,240,240,2.00006659058124,17927,12920,240,240,4.00024475406116,8963,6460,240,240,8.00093587441437,4481,3230,240,240,16.0036578118089,2240,1615,240,240,32.0172292662418,1120,807,240,240,64.0741869018079,560,403,240,240,128.307880241649,280,201,240,240,257.258571428571,140,100,240,240,,,,,,,,,,
DHMC_0126.tif,solid,0.5028,20,8,1,29879,28741,240,240,2.0000682641536,14939,14370,240,240,4.00027041952015,7469,7185,240,240,8.00163332371049,3734,3592,240,240,16.003266647421,1867,1796,240,240,32.0151097950191,933,898,240,240,64.064580804267,466,449,240,240,128.272043608216,233,224,240,240,,,,,,,,,,,,,,,
DHMC_0127.tif,acinar,0.5028,20,9,1,49800,36293,240,240,2.00002755428194,24900,18146,240,240,4.00005510856387,12450,9073,240,240,8.00055114638448,6225,4536,240,240,16.0023876398127,3112,2268,240,240,32.0047752796253,1556,1134,240,240,64.0095505592506,778,567,240,240,128.132190903558,389,283,240,240,257.049097024201,194,141,240,240,,,,,,,,,,
DHMC_0128.tif,solid,0.5028,20,9,1,33864,33459,240,240,2.00002988821806,16932,16729,240,240,4.00017934002869,8466,8364,240,240,8.00035868005739,4233,4182,240,240,16.002607719283,2116,2091,240,240,32.0128716274274,1058,1045,240,240,64.0564120113856,529,522,240,240,128.234064785789,264,261,240,240,256.961188811189,132,130,240,240,,,,,,,,,,
DHMC_0129.tif,solid,0.5028,20,9,1,33864,40823,240,240,2.00002449659497,16932,20411,240,240,4.00014698677119,8466,10205,240,240,8.00068600548804,4233,5102,240,240,16.0032623701443,2116,2551,240,240,32.0128003261796,1058,1275,240,240,64.0507325512727,529,637,240,240,128.323470554603,264,318,240,240,256.646941109205,132,159,240,240,,,,,,,,,,
DHMC_0130.tif,acinar,0.5028,20,9,1,59759,40228,240,240,2.00001673416112,29879,20114,240,240,4.0001004083272,14939,10057,240,240,8.00086637603553,7469,5028,240,240,16.0028041148465,3734,2514,240,240,32.005608229693,1867,1257,240,240,64.0538499873704,933,628,240,240,128.176423553211,466,314,240,240,256.352847106421,233,157,240,240,,,,,,,,,,
DHMC_0131.tif,acinar,0.5028,20,9,1,49800,29671,240,240,2.00003370407819,24900,14835,240,240,4.00020223810166,12450,7417,240,240,8.00094390507012,6225,3708,240,240,16.0031731571839,3112,1854,240,240,32.0063463143679,1556,927,240,240,64.0472580188444,778,463,240,240,128.233226499293,389,231,240,240,257.354863290004,194,115,240,240,,,,,,,,,,
DHMC_0132.tif,solid,0.5028,20,9,1,55776,42145,240,240,2.00002372817008,27888,21072,240,240,4.00004745634017,13944,10536,240,240,8.00009491268033,6972,5268,240,240,16.0001898253607,3486,2634,240,240,32.0003796507213,1743,1317,240,240,64.0434456778534,871,658,240,240,128.16049680327,435,329,240,240,257.006982690795,217,164,240,240,,,,,,,,,,
DHMC_0133.tif,acinar,0.5028,20,8,1,23903,21985,240,240,2.0000873251305,11951,10992,240,240,4.00034202127984,5975,5496,240,240,8.00135369473444,2987,2748,240,240,16.0053873437517,1493,1374,240,240,32.0215052819306,746,687,240,240,64.0896599160537,373,343,240,240,128.53900207508,186,171,240,240,,,,,,,,,,,,,,,
DHMC_0134.tif,acinar,0.5028,20,9,1,57767,42534,240,240,2.00001731122113,28883,21267,240,240,4.00019791775839,14441,10633,240,240,8.00104909862872,7220,5316,240,240,16.0020981972574,3610,2658,240,240,32.0041963945149,1805,1329,240,240,64.0502330831085,902,664,240,240,128.100466166217,451,332,240,240,256.485568942436,225,166,240,240,,,,,,,,,,
DHMC_0135.tif,papillary,0.5028,20,9,1,51791,45119,240,240,2.00004147284988,25895,22559,240,240,4.00024884746862,12947,11279,240,240,8.00116138497953,6473,5639,240,240,16.0049781940575,3236,2819,240,240,32.01563606201,1618,1409,240,240,64.0540150227554,809,704,240,240,128.187260913591,404,352,240,240,256.374521827183,202,176,240,240,,,,,,,,,,
DHMC_0136.tif,acinar,0.5028,20,9,1,45815,32315,240,240,2.00005277372806,22907,16157,240,240,4.00031665957863,11453,8078,240,240,8.00098262599799,5726,4039,240,240,16.0039466147394,2863,2019,240,240,32.0214159219713,1431,1009,240,240,64.0969932844933,715,504,240,240,128.28373015873,357,252,240,240,256.927947208846,178,126,240,240,,,,,,,,,,
DHMC_0137.tif,micropapillary,0.5028,20,9,1,33864,30588,240,240,2,16932,15294,240,240,4,8466,7647,240,240,8.00052314935914,4233,3823,240,240,16.0050300765937,2116,1911,240,240,32.0184404042004,1058,955,240,240,64.070454518434,529,477,240,240,128.396867838044,264,238,240,240,256.793735676089,132,119,240,240,,,,,,,,,,
DHMC_0138.tif,acinar,0.5028,20,9,1,37848,37116,240,240,2,18924,18558,240,240,4,9462,9279,240,240,8.00043112739815,4731,4639,240,240,16.0042786540455,2365,2319,240,240,32.0222316630388,1182,1159,240,240,64.0721180400305,591,579,240,240,128.363685414345,295,289,240,240,257.609693877551,147,144,240,240,,,,,,,,,,
DHMC_0139.tif,micropapillary,0.5028,20,9,1,49800,37115,240,240,2.00002694401035,24900,18557,240,240,4.00016167277431,12450,9278,240,240,8.00032334554861,6225,4639,240,240,16.0036570589885,3112,2319,240,240,32.0142186664774,1556,1159,240,240,64.056091301819,778,579,240,240,128.223085544516,389,289,240,240,257.222043241695,194,144,240,240,,,,,,,,,,
DHMC_0140.tif,solid,0.5028,20,9,1,45815,35914,240,240,2.00002182738901,22907,17957,240,240,4.00024235343311,11453,8978,240,240,8.00083401370696,5726,4489,240,240,16.0034506578804,2863,2244,240,240,32.0124926662108,1431,1122,240,240,64.047374194433,715,561,240,240,128.29880952381,357,280,240,240,256.958105939005,178,140,240,240,,,,,,,,,,
DHMC_0141.tif,papillary,0.5028,20,9,1,53783,41745,240,240,2.00004254912002,26891,20872,240,240,4.00015947671482,13445,10436,240,240,8.00061650052361,6722,5218,240,240,16.0012330010472,3361,2609,240,240,32.0133636430032,1680,1304,240,240,64.0267272860064,840,652,240,240,128.053454572013,420,326,240,240,256.106909144026,210,163,240,240,,,,,,,,,,
